3ww3esz,split,question_id,track,topic_area,difficulty_level,difficulty_encoded,question_text,model_answer,student_answer,label,student_word_count,model_word_count,length_ratio,max_score
S01142,train,DA020,Data Analysis,Statistics,hard,2,What is an outlier and how can it be detected?,"An outlier is a data point significantly different from others. It is detected using IQR, z-scores, or box plots.",Pearson correlation measures linear relationships between continuous variables.,1,8,19,0.421,10
S07728,test,DA026,Data Analysis,SQL,hard,2,What is indexing in a database and why is it important?,Indexing creates a data structure to speed up query retrieval. It improves performance but requires storage and slows insertions.,"SQL is the language used to interact with relational databases. You use SELECT to query data, INSERT to add records, UPDATE to change existing data, and DELETE to remove it.",2,30,19,1.579,10
S01869,train,FE003,Front-End,HTML,easy,0,What is the purpose of the HTML head tag?,"The head tag contains metadata like title, charset, linked stylesheets, and scripts not displayed on the page.","Block elements create vertical stacking (div, p, section). Inline elements flow horizontally within text (span, em, a).",2,17,17,1,10
S00944,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.",SQL allows querying of relational databases using commands like SELECT.,1,10,18,0.556,10
S02600,train,DA002,Data Analysis,Pandas,easy,0,How do you read a CSV file using pandas?,You use pd.read_csv('filename.csv') to read a CSV file into a DataFrame.,"loc selects by label, iloc by position — but I'm unsure about multi-level indexes.",1,14,11,1.273,10
S04834,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,A chi-square test is used to compare two means.,0,9,19,0.474,10
S01459,train,FE013,Front-End,CSS,medium,1,What is CSS Grid?,CSS Grid is a two-dimensional layout system for defining rows and columns to place and align elements in a grid.,Logical properties like margin-inline only work in LTR languages.,0,9,20,0.45,10
S00697,train,DA017,Data Analysis,Statistics,medium,1,What is correlation and how is it measured?,Correlation measures the linear relationship between two variables using the Pearson coefficient ranging from -1 to 1.,A bimodal distribution has two peaks so it's not a real distribution.,0,12,17,0.706,10
S05406,test,FE018,Front-End,CSS,hard,2,What is a CSS pseudo-class? Give examples.,"A pseudo-class styles elements based on state, such as :hover for mouse-over, :focus for inputs, and :nth-child() for position.","Flexbox handles one-dimensional layouts — either a row or a column — with controls for distribution, alignment, and wrapping of items.",2,21,19,1.105,10
S06174,train,FE026,Front-End,JavaScript,medium,1,What is async/await in JavaScript?,async/await is syntactic sugar over Promises that allows writing asynchronous code in a synchronous readable style.,localStorage persists data across browser sessions. sessionStorage clears when the tab or browser window is closed.,2,16,16,1,10
S01728,test,FE009,Front-End,CSS,easy,0,What is CSS?,"CSS is a stylesheet language used to control the visual presentation of HTML including colors, fonts, and layout.",position:absolute removes an element from normal flow and positions it relative to its nearest positioned ancestor (with position other than static).,2,21,18,1.167,10
S04563,train,FE028,Front-End,JavaScript,hard,2,What is event bubbling in JavaScript?,Event bubbling is when an event triggered on a child element propagates up through parent elements in the DOM tree.,An event listener is a function that waits for a specified event on an element and executes a callback when that event occurs.,2,23,20,1.15,10
S02806,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",Seaborn's pairplot creates a single chart for all variables.,0,9,21,0.429,10
S06960,train,FE014,Front-End,CSS,medium,1,What is the difference between position relative and position absolute?,Relative positions an element relative to its normal position. Absolute positions it relative to its nearest positioned ancestor.,Specificity cascade: inline styles beat IDs beat classes beat elements. !important overrides all.,2,13,18,0.722,10
S06298,train,DA023,Data Analysis,SQL,medium,1,What is the difference between WHERE and HAVING in SQL?,"WHERE filters rows before grouping, while HAVING filters groups after a GROUP BY operation.",SQL only works with NoSQL databases and MongoDB.,0,8,14,0.571,10
S06671,test,FE012,Front-End,CSS,medium,1,What is Flexbox in CSS?,"Flexbox arranges items in a row or column, allowing flexible sizing and alignment within a container.",The box model describes how space is allocated around elements.,1,10,16,0.625,10
S04115,train,DA014,Data Analysis,Visualization,hard,2,Explain what a box plot shows.,"A box plot displays the median, quartiles, interquartile range, and outliers of a dataset in a compact visual format.",Scatter plots show each data point as a dot — good for correlation.,1,13,19,0.684,10
S05381,train,DA016,Data Analysis,Statistics,medium,1,What is standard deviation?,Standard deviation measures the spread of data around the mean. Low values mean data clusters near the mean; high values mean it is spread out.,Outliers are data points significantly beyond the main cluster.,1,9,25,0.36,10
S02351,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.",groupby() groups rows by a column value — you then apply some aggregation.,1,13,17,0.765,10
S05703,train,FE021,Front-End,JavaScript,easy,0,What is the DOM?,The DOM is a tree-like representation of an HTML document that JavaScript manipulates to change content and structure.,"=== is strict: both value and type must match. == is loose: it converts types before comparing, which can cause unexpected results.",2,22,18,1.222,10
S00517,test,FE006,Front-End,HTML,medium,1,What are HTML forms used for?,"HTML forms collect user input through fields, checkboxes, and buttons, then submit data to a server for processing.",HTML entities like &amp; are only needed for special symbols.,0,10,18,0.556,10
S02387,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.","merge combines DataFrames on a key column, somewhat like SQL.",1,10,17,0.588,10
S04424,train,DA008,Data Analysis,Pandas,hard,2,What is a pivot table and how is it created in pandas?,"A pivot table reshapes data by aggregating values. It is created using pd.pivot_table() with index, columns, and aggfunc parameters.",groupby() lets you group and summarize data by one or more columns.,1,12,19,0.632,10
S02146,test,DA001,Data Analysis,Pandas,medium,1,What is a DataFrame in pandas?,"A DataFrame is a two-dimensional, size-mutable, tabular data structure with labeled axes (rows and columns) in pandas.",dropna() fills missing values with the column mean.,0,8,17,0.471,10
S01541,test,DA006,Data Analysis,Pandas,medium,1,What is groupby() used for in pandas?,"groupby() splits data into groups, applies a function, and combines results for aggregation.",I know loc and iloc are different but I always mix up which is which.,1,15,13,1.154,10
S07241,train,DA019,Data Analysis,Statistics,medium,1,What is a normal distribution?,A normal distribution is a symmetric bell-shaped probability distribution where data clusters around the mean with equal tails on both sides.,Correlation near zero means weak linear relationship.,1,7,21,0.333,10
S07837,test,FE007,Front-End,HTML,hard,2,What is the difference between GET and POST methods in HTML forms?,GET appends data to the URL for non-sensitive retrieval. POST sends data in the request body for sensitive or large submissions.,Input elements always need a form tag to work.,0,9,21,0.429,10
S00703,train,DA017,Data Analysis,Statistics,medium,1,What is correlation and how is it measured?,Correlation measures the linear relationship between two variables using the Pearson coefficient ranging from -1 to 1.,R-squared always increases when you add more variables to a model.,0,11,17,0.647,10
S04643,test,FE005,Front-End,HTML,medium,1,What is the difference between div and span?,div is a block-level container for grouping elements. span is an inline container for styling inline content.,HTML structures web pages using tags and elements.,1,8,17,0.471,10
S07217,train,DA019,Data Analysis,Statistics,medium,1,What is a normal distribution?,A normal distribution is a symmetric bell-shaped probability distribution where data clusters around the mean with equal tails on both sides.,Variance tells you how widely data points are distributed.,1,9,21,0.429,10
S02307,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.",merge() performs database-style joins on shared columns. concat() appends DataFrames together — vertically (rows) or horizontally (columns).,2,17,17,1,10
S04758,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,Correlation measures the strength and direction of a linear relationship between two variables. Pearson's r ranges from -1 (perfect negative) to +1 (perfect positive).,2,24,19,1.263,10
S03282,test,FE024,Front-End,JavaScript,medium,1,What is a callback function in JavaScript?,A callback is a function passed as an argument to another function and executed after that function completes.,Promises represent async operations that will eventually resolve or reject. They're chained with .then() and .catch() for handling results.,2,19,18,1.056,10
S04439,train,DA008,Data Analysis,Pandas,hard,2,What is a pivot table and how is it created in pandas?,"A pivot table reshapes data by aggregating values. It is created using pd.pivot_table() with index, columns, and aggfunc parameters.",fillna() fills in missing values with something you specify.,1,9,19,0.474,10
S00779,train,DA017,Data Analysis,Statistics,medium,1,What is correlation and how is it measured?,Correlation measures the linear relationship between two variables using the Pearson coefficient ranging from -1 to 1.,Standard deviation measures variability — a higher value means more spread.,1,11,17,0.647,10
S01977,train,DA011,Data Analysis,Visualization,medium,1,When would you use a scatter plot?,A scatter plot is used to visualize the relationship or correlation between two continuous numerical variables.,Use a scatter plot when you want to visualize the relationship or correlation between two continuous numerical variables.,2,18,16,1.125,10
S06130,train,FE026,Front-End,JavaScript,medium,1,What is async/await in JavaScript?,async/await is syntactic sugar over Promises that allows writing asynchronous code in a synchronous readable style.,Arrow functions have their own this context.,0,7,16,0.438,10
S00800,train,DA017,Data Analysis,Statistics,medium,1,What is correlation and how is it measured?,Correlation measures the linear relationship between two variables using the Pearson coefficient ranging from -1 to 1.,"Correlation can be positive, negative, or zero.",1,7,17,0.412,10
S07511,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.",The head section holds metadata that browsers use but don't display.,1,11,19,0.579,10
S00393,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.","JavaScript is a scripting language that runs in the browser, enabling dynamic behavior, interactivity, and DOM manipulation on web pages.",2,20,17,1.176,10
S07591,train,DA004,Data Analysis,Pandas,medium,1,How do you handle missing values in a pandas DataFrame?,"You can use dropna() to remove missing values, fillna() to replace them, or interpolate() to estimate them.",read_csv() requires a database connection to work.,0,7,17,0.412,10
S08083,train,FE008,Front-End,HTML,hard,2,What are data attributes in HTML?,Data attributes (data-*) store custom data in HTML elements. They are accessed via JavaScript using dataset and do not affect rendering.,The doctype declaration is used to link CSS files.,0,9,21,0.429,10
S04090,train,DA014,Data Analysis,Visualization,hard,2,Explain what a box plot shows.,"A box plot displays the median, quartiles, interquartile range, and outliers of a dataset in a compact visual format.",Histograms require two input variables to work.,0,7,19,0.368,10
S01734,test,FE009,Front-End,CSS,easy,0,What is CSS?,"CSS is a stylesheet language used to control the visual presentation of HTML including colors, fonts, and layout.","Media queries detect device characteristics (width, height, orientation) and apply conditional CSS rules — essential for responsive layouts.",2,18,18,1,10
S06311,train,DA023,Data Analysis,SQL,medium,1,What is the difference between WHERE and HAVING in SQL?,"WHERE filters rows before grouping, while HAVING filters groups after a GROUP BY operation.",SQL is used to query databases. I'm familiar with SELECT but not all operations.,1,14,14,1,10
S04537,train,FE028,Front-End,JavaScript,hard,2,What is event bubbling in JavaScript?,Event bubbling is when an event triggered on a child element propagates up through parent elements in the DOM tree.,Symbol values are automatically converted to strings when needed.,0,9,20,0.45,10
S02575,train,DA002,Data Analysis,Pandas,easy,0,How do you read a CSV file using pandas?,You use pd.read_csv('filename.csv') to read a CSV file into a DataFrame.,The isnull() function returns rows where all values are null.,0,10,11,0.909,10
S01298,train,FE019,Front-End,JavaScript,easy,0,What is JavaScript?,"JavaScript is a scripting language that adds interactivity, dynamic behavior, and logic to web pages, running in the browser.",Event bubbling propagates events up the DOM from child to parent.,1,11,19,0.579,10
S07474,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.",The strong tag makes text both bold and italicized.,0,9,19,0.474,10
S00360,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.",async/await is syntactic sugar built on Promises. You mark a function async and use await to pause until a Promise resolves.,2,21,17,1.235,10
S06018,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.",CSS Grid creates a grid container with defined rows and columns. Grid items can be placed explicitly or flow automatically into cells.,2,22,21,1.048,10
S05231,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.",EDA is about understanding your data through statistics and visualizations.,1,10,18,0.556,10
S07296,train,FE016,Front-End,CSS,medium,1,What is a CSS media query?,"A media query applies CSS styles conditionally based on device characteristics like screen width, enabling responsive design.","Pseudo-classes add selectors for element states (:hover, :focus), user actions (:visited), and structural positions (:nth-child).",2,15,17,0.882,10
S02815,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",matplotlib is only used for 3D visualizations.,0,7,21,0.333,10
S01732,test,FE009,Front-End,CSS,easy,0,What is CSS?,"CSS is a stylesheet language used to control the visual presentation of HTML including colors, fonts, and layout.",The pointer-events property controls mouse cursor appearance.,0,7,18,0.389,10
S03693,train,FE020,Front-End,JavaScript,easy,0,"What is the difference between var, let, and const in JavaScript?",var is function-scoped and hoisted. let is block-scoped and reassignable. const is block-scoped and cannot be reassigned.,async/await is syntactic sugar built on Promises. You mark a function async and use await to pause until a Promise resolves.,2,21,17,1.235,10
S06844,train,DA003,Data Analysis,Pandas,easy,0,What does the pandas describe() function return?,"It returns summary statistics including count, mean, std, min, 25%, 50%, 75%, and max for numerical columns.",The index in a pandas DataFrame always starts from 1.,0,10,17,0.588,10
S01135,train,DA020,Data Analysis,Statistics,hard,2,What is an outlier and how can it be detected?,"An outlier is a data point significantly different from others. It is detected using IQR, z-scores, or box plots.",IQR and standard deviation measure the same thing.,0,8,19,0.421,10
S08028,train,FE008,Front-End,HTML,hard,2,What are data attributes in HTML?,Data attributes (data-*) store custom data in HTML elements. They are accessed via JavaScript using dataset and do not affect rendering.,"Block elements create vertical stacking (div, p, section). Inline elements flow horizontally within text (span, em, a).",2,17,21,0.81,10
S04153,train,DA014,Data Analysis,Visualization,hard,2,Explain what a box plot shows.,"A box plot displays the median, quartiles, interquartile range, and outliers of a dataset in a compact visual format.",Histograms show the exact value of each data point.,0,9,19,0.474,10
S01296,train,FE019,Front-End,JavaScript,easy,0,What is JavaScript?,"JavaScript is a scripting language that adds interactivity, dynamic behavior, and logic to web pages, running in the browser.","The === operator checks value and type without coercion. == coerces types before comparing, so it can produce surprising results.",2,20,19,1.053,10
S05328,train,DA016,Data Analysis,Statistics,medium,1,What is standard deviation?,Standard deviation measures the spread of data around the mean. Low values mean data clusters near the mean; high values mean it is spread out.,Detecting outliers: IQR method uses Q1-1.5*IQR and Q3+1.5*IQR as bounds; z-score method uses standardized distances from the mean.,2,18,25,0.72,10
S04516,train,FE028,Front-End,JavaScript,hard,2,What is event bubbling in JavaScript?,Event bubbling is when an event triggered on a child element propagates up through parent elements in the DOM tree.,Async functions always return undefined.,0,5,20,0.25,10
S06554,train,FE029,Front-End,JavaScript,hard,2,What is closure in JavaScript?,A closure is a function that retains access to its outer scope variables even after the outer function has finished executing.,JavaScript is used for client-side interactivity in web browsers.,1,9,21,0.429,10
S01530,test,DA006,Data Analysis,Pandas,medium,1,What is groupby() used for in pandas?,"groupby() splits data into groups, applies a function, and combines results for aggregation.",A DataFrame is a 2D labeled data structure with rows and columns — like a spreadsheet in Python that you can manipulate programmatically.,2,23,13,1.769,10
S03487,train,DA018,Data Analysis,Statistics,medium,1,What is the difference between variance and standard deviation?,"Variance is the average of squared differences from the mean. Standard deviation is the square root of variance, in the same units as the data.",Pearson correlation only measures nonlinear relationships.,0,6,25,0.24,10
S01454,train,FE013,Front-End,CSS,medium,1,What is CSS Grid?,CSS Grid is a two-dimensional layout system for defining rows and columns to place and align elements in a grid.,"rem is relative to root font-size, em is relative to parent font-size.",1,12,20,0.6,10
S03348,test,FE024,Front-End,JavaScript,medium,1,What is a callback function in JavaScript?,A callback is a function passed as an argument to another function and executed after that function completes.,The DOM represents the HTML document as a node tree. JavaScript can traverse and manipulate it to dynamically update the page.,2,21,18,1.167,10
S05765,train,FE021,Front-End,JavaScript,easy,0,What is the DOM?,The DOM is a tree-like representation of an HTML document that JavaScript manipulates to change content and structure.,await pauses execution inside an async function until the Promise resolves.,1,11,18,0.611,10
S01339,train,FE019,Front-End,JavaScript,easy,0,What is JavaScript?,"JavaScript is a scripting language that adds interactivity, dynamic behavior, and logic to web pages, running in the browser.",Set allows duplicate values just like arrays.,0,7,19,0.368,10
S02408,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.","loc selects by label, iloc by position — but I'm unsure about multi-level indexes.",1,14,17,0.824,10
S03393,train,DA018,Data Analysis,Statistics,medium,1,What is the difference between variance and standard deviation?,"Variance is the average of squared differences from the mean. Standard deviation is the square root of variance, in the same units as the data.","Normal distribution: symmetric, bell-shaped, mean=median=mode, with the 68-95-99.7 empirical rule.",2,10,25,0.4,10
S05642,train,DA029,Data Analysis,EDA,hard,2,What is feature engineering?,"Feature engineering creates, transforms, or selects variables from raw data to improve machine learning model performance.",EDA identifies problems and patterns in the raw data.,1,9,16,0.562,10
S07136,train,FE022,Front-End,JavaScript,medium,1,What is an event listener in JavaScript?,An event listener waits for a specific event on an element and executes a callback function when the event occurs.,localStorage is persistent storage in the browser.,1,7,20,0.35,10
S08238,train,FE038,Front-End,Git,easy,0,What is the difference between git commit and git push?,git commit saves changes to the local repository with a message. git push uploads those committed changes to a remote repository like GitHub.,git commit takes a snapshot of your staged changes and stores it in local history — offline operation. git push sends those committed snapshots to the remote server so others can access them.,2,33,23,1.435,10
S07848,test,FE007,Front-End,HTML,hard,2,What is the difference between GET and POST methods in HTML forms?,GET appends data to the URL for non-sensitive retrieval. POST sends data in the request body for sensitive or large submissions.,"Block elements create vertical stacking (div, p, section). Inline elements flow horizontally within text (span, em, a).",2,17,21,0.81,10
S03384,train,DA018,Data Analysis,Statistics,medium,1,What is the difference between variance and standard deviation?,"Variance is the average of squared differences from the mean. Standard deviation is the square root of variance, in the same units as the data.","Pearson correlation measures linear association between two continuous variables. Values range from -1 to +1, where 0 indicates no linear relationship.",2,21,25,0.84,10
S00423,test,FE006,Front-End,HTML,medium,1,What are HTML forms used for?,"HTML forms collect user input through fields, checkboxes, and buttons, then submit data to a server for processing.","Block-level elements (div, p, h1) start on their own line and stretch to full width. Inline elements (span, a, strong) flow with surrounding content.",2,24,18,1.333,10
S05945,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.","Padding is inside the border, margin is outside in the box model.",1,12,21,0.571,10
S07310,train,FE016,Front-End,CSS,medium,1,What is a CSS media query?,"A media query applies CSS styles conditionally based on device characteristics like screen width, enabling responsive design.",Specificity determines which CSS rule applies when multiple match an element.,1,11,17,0.647,10
S02129,test,DA001,Data Analysis,Pandas,medium,1,What is a DataFrame in pandas?,"A DataFrame is a two-dimensional, size-mutable, tabular data structure with labeled axes (rows and columns) in pandas.","I think loc takes row and column labels, iloc takes integer positions.",1,12,17,0.706,10
S05154,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.","EDA means systematically examining a dataset to understand its properties, find patterns, detect outliers, and test assumptions before modeling.",2,19,18,1.056,10
S01477,train,FE013,Front-End,CSS,medium,1,What is CSS Grid?,CSS Grid is a two-dimensional layout system for defining rows and columns to place and align elements in a grid.,The gap property in Flexbox is not supported in modern browsers.,0,11,20,0.55,10
S06573,train,FE029,Front-End,JavaScript,hard,2,What is closure in JavaScript?,A closure is a function that retains access to its outer scope variables even after the outer function has finished executing.,"Event bubbling means that when an event fires on an element, it then propagates up to each ancestor element in the DOM tree.",2,23,21,1.095,10
S00914,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.",SQL is a language to interact with databases and retrieve information.,1,11,18,0.611,10
S03339,test,FE024,Front-End,JavaScript,medium,1,What is a callback function in JavaScript?,A callback is a function passed as an argument to another function and executed after that function completes.,"Event bubbling: after an event fires on the target element, it bubbles up through parent elements to the root.",2,19,18,1.056,10
S01873,train,FE003,Front-End,HTML,easy,0,What is the purpose of the HTML head tag?,"The head tag contains metadata like title, charset, linked stylesheets, and scripts not displayed on the page.","HTML forms can only collect text input, nothing else.",0,9,17,0.529,10
S05249,train,DA027,Data Analysis,EDA,easy,0,What is Exploratory Data Analysis (EDA)?,"EDA analyzes datasets to summarize characteristics, find patterns, detect anomalies, and test hypotheses using visual and statistical methods.","Feature engineering may involve aggregation, binning, or transformations.",1,8,18,0.444,10
S01202,train,DA020,Data Analysis,Statistics,hard,2,What is an outlier and how can it be detected?,"An outlier is a data point significantly different from others. It is detected using IQR, z-scores, or box plots.",Normal distributions are symmetric around the mean.,1,7,19,0.368,10
S00807,train,DA017,Data Analysis,Statistics,medium,1,What is correlation and how is it measured?,Correlation measures the linear relationship between two variables using the Pearson coefficient ranging from -1 to 1.,"Outliers differ significantly from other data points. The IQR method flags values outside [Q1 - 1.5×IQR, Q3 + 1.5×IQR], and z-scores can flag values far from the mean.",2,28,17,1.647,10
S03101,train,DA024,Data Analysis,SQL,medium,1,What is a JOIN in SQL? Name the types.,"A JOIN combines rows from two tables. Types include INNER JOIN, LEFT JOIN, RIGHT JOIN, and FULL OUTER JOIN.","SQL is for databases — you can query, insert, and update data with it.",1,14,19,0.737,10
S03126,train,DA028,Data Analysis,EDA,easy,0,What is data cleaning?,"Data cleaning handles missing values, removes duplicates, corrects errors, and transforms data to ensure quality and consistency.","EDA is the initial exploration phase where you understand your data — distributions, missing values, correlations — before applying any models.",2,21,17,1.235,10
S05034,test,FE010,Front-End,CSS,easy,0,What is the CSS box model?,"The CSS box model describes rectangular boxes consisting of content, padding, border, and margin from inside out.",CSS Grid enables two-dimensional layouts — you define rows AND columns simultaneously and position items anywhere in the resulting grid.,2,20,17,1.176,10
S03134,train,DA028,Data Analysis,EDA,easy,0,What is data cleaning?,"Data cleaning handles missing values, removes duplicates, corrects errors, and transforms data to ensure quality and consistency.",EDA gives you intuition about what approaches might work for modeling.,1,11,17,0.647,10
S01349,train,FE019,Front-End,JavaScript,easy,0,What is JavaScript?,"JavaScript is a scripting language that adds interactivity, dynamic behavior, and logic to web pages, running in the browser.",JavaScript is used for client-side interactivity in web browsers.,1,9,19,0.474,10
S07526,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.","div is the general block container, span is for inline grouping.",1,11,19,0.579,10
S06077,train,FE026,Front-End,JavaScript,medium,1,What is async/await in JavaScript?,async/await is syntactic sugar over Promises that allows writing asynchronous code in a synchronous readable style.,JavaScript enables dynamic content and interactivity in web pages.,1,9,16,0.562,10
S07088,train,FE022,Front-End,JavaScript,medium,1,What is an event listener in JavaScript?,An event listener waits for a specific event on an element and executes a callback function when the event occurs.,Closures are used for data privacy and function factories.,1,9,20,0.45,10
S04920,test,FE015,Front-End,CSS,medium,1,What is CSS specificity?,CSS specificity determines which style rules apply when multiple rules target the same element. Inline > ID > class > element.,An element with position:absolute is removed from document flow and placed relative to the nearest positioned ancestor's edges.,2,18,21,0.857,10
S07083,train,FE022,Front-End,JavaScript,medium,1,What is an event listener in JavaScript?,An event listener waits for a specific event on an element and executes a callback function when the event occurs.,DOM stands for Document Object Model — it's a programming interface representing HTML as a tree of nodes that JavaScript can manipulate.,2,22,20,1.1,10
S07835,test,FE007,Front-End,HTML,hard,2,What is the difference between GET and POST methods in HTML forms?,GET appends data to the URL for non-sensitive retrieval. POST sends data in the request body for sensitive or large submissions.,"GET is used for data retrieval, POST for submitting form data.",1,11,21,0.524,10
S01073,train,FE001,Front-End,HTML,easy,0,What is HTML?,HTML is the standard markup language used to create the structure and content of web pages.,Data attributes are accessible via JavaScript's element.dataset.,1,7,16,0.438,10
S03172,train,DA028,Data Analysis,EDA,easy,0,What is data cleaning?,"Data cleaning handles missing values, removes duplicates, corrects errors, and transforms data to ensure quality and consistency.",Feature engineering is the same as feature selection.,0,8,17,0.471,10
S02601,train,DA002,Data Analysis,Pandas,easy,0,How do you read a CSV file using pandas?,You use pd.read_csv('filename.csv') to read a CSV file into a DataFrame.,"Handle missing values by identifying with isnull(), removing with dropna(), or filling with fillna() or interpolate().",2,16,11,1.455,10
S04199,train,DA022,Data Analysis,SQL,easy,0,What does the SELECT statement do in SQL?,"The SELECT statement retrieves data from one or more tables with optional filtering, sorting, and aggregation.",SQL allows read and write access to relational databases.,1,9,16,0.562,10
S06490,train,FE029,Front-End,JavaScript,hard,2,What is closure in JavaScript?,A closure is a function that retains access to its outer scope variables even after the outer function has finished executing.,"async/await is only available in Node.js, not in browsers.",0,9,21,0.429,10
S05831,train,FE025,Front-End,JavaScript,medium,1,What is a Promise in JavaScript?,"A Promise represents the eventual completion or failure of an asynchronous operation with states: pending, fulfilled, or rejected.","localStorage keeps data across browser sessions, sessionStorage clears on close.",1,10,18,0.556,10
S03945,train,DA010,Data Analysis,Visualization,easy,0,What is the difference between a bar chart and a histogram?,"A bar chart compares categorical data, while a histogram shows the distribution of continuous numerical data using bins.",Bar charts effectively compare quantities across categorical groups with proportional bar heights.,2,12,18,0.667,10
S08131,train,FE032,Front-End,React,easy,0,What is a React component?,"A React component is a reusable, independent piece of UI. Components can be functions or classes that return JSX describing what should appear on screen.",Components are HTML files imported into JavaScript.,0,7,25,0.28,10
S02055,test,DA001,Data Analysis,Pandas,medium,1,What is a DataFrame in pandas?,"A DataFrame is a two-dimensional, size-mutable, tabular data structure with labeled axes (rows and columns) in pandas.",merge() performs SQL-style joins between DataFrames. concat() concatenates a list of DataFrames along an axis.,2,15,17,0.882,10
S00003,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,A heatmap uses color gradients to represent values in a matrix format — ideal for showing correlations between multiple variables.,2,20,17,1.176,10
S02359,train,DA007,Data Analysis,Pandas,hard,2,Explain the difference between merge() and concat() in pandas.,"merge() joins DataFrames based on common columns like SQL joins, while concat() stacks DataFrames along an axis.",The head() function returns the last 5 rows.,0,8,17,0.471,10
S03458,train,DA018,Data Analysis,Statistics,medium,1,What is the difference between variance and standard deviation?,"Variance is the average of squared differences from the mean. Standard deviation is the square root of variance, in the same units as the data.",Correlation coefficient close to 1 or -1 means strong relationship.,1,10,25,0.4,10
S02912,train,FE002,Front-End,HTML,easy,0,What is the difference between block and inline elements in HTML?,Block elements start on a new line and take full width. Inline elements flow within content and take only needed width.,Block elements stack vertically and inline elements sit side by side.,1,11,21,0.524,10
S00032,train,DA012,Data Analysis,Visualization,medium,1,What is seaborn and how does it differ from matplotlib?,Seaborn is a high-level statistical visualization library built on matplotlib with easier syntax and better default aesthetics.,matplotlib.pyplot is the main interface for creating plots.,1,8,17,0.471,10
S04515,train,FE028,Front-End,JavaScript,hard,2,What is event bubbling in JavaScript?,Event bubbling is when an event triggered on a child element propagates up through parent elements in the DOM tree.,"A callback is a function passed as an argument to another function, to be invoked after some operation completes.",2,19,20,0.95,10
S00589,train,DA030,Data Analysis,EDA,hard,2,What is the difference between supervised and unsupervised learning?,Supervised learning trains on labeled data to predict outcomes. Unsupervised learning finds patterns in unlabeled data without predefined outputs.,EDA always takes less than 5 minutes to complete.,0,9,19,0.474,10
